INFO:root:[AutoTrain] ep=0, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=11, rew=-1, eps=0.995
INFO:root:[AutoTrain] ep=231, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.313
INFO:root:[AutoTrain] ep=232, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=7, rew=-1, eps=0.311
INFO:root:[AutoTrain] ep=233, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.309
INFO:root:[AutoTrain] ep=234, question='What day is New Year?', correct=7, chosen=6, rew=-1, eps=0.308
INFO:root:[AutoTrain] ep=235, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.306
INFO:root:[AutoTrain] ep=236, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=4, rew=-1, eps=0.305
INFO:root:[AutoTrain] ep=237, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.303
INFO:root:[AutoTrain] ep=238, question='Give me an example of a secure password.', correct=4, chosen=8, rew=-1, eps=0.302
INFO:root:[AutoTrain] ep=239, question='What day is New Year?', correct=7, chosen=6, rew=-1, eps=0.300
INFO:root:[AutoTrain] ep=240, question='What is the difference between a city and a country?', correct=4, chosen=8, rew=-1, eps=0.299
INFO:root:[AutoTrain] ep=241, question='When is New Year’s Day celebrated?', correct=7, chosen=8, rew=-1, eps=0.297
INFO:root:[AutoTrain] ep=242, question='How does a leap year work? ', correct=4, chosen=8, rew=-1, eps=0.296
INFO:root:[AutoTrain] ep=243, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.294
INFO:root:[AutoTrain] ep=244, question='When is January 1 celebrated?', correct=7, chosen=8, rew=-1, eps=0.293
INFO:root:[AutoTrain] ep=245, question='What is my favorite color?', correct=11, chosen=1, rew=-1, eps=0.291
INFO:root:[AutoTrain] ep=246, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.290
INFO:root:[AutoTrain] ep=247, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=6, rew=-1, eps=0.288
INFO:root:[AutoTrain] ep=248, question='What will the stock market do next week?', correct=11, chosen=8, rew=-1, eps=0.287
INFO:root:[AutoTrain] ep=249, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.286
INFO:root:[AutoTrain] ep=250, question='What is the capital of Poland?', correct=0, chosen=8, rew=-1, eps=0.284
INFO:root:[AutoTrain] ep=251, question='When is New Year’s Day celebrated?', correct=7, chosen=5, rew=-1, eps=0.283
INFO:root:[AutoTrain] ep=252, question='Which language is spoken in Czech Republic?', correct=10, chosen=1, rew=-1, eps=0.281
INFO:root:[AutoTrain] ep=253, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=9, rew=-1, eps=0.280
INFO:root:[AutoTrain] ep=254, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.279
INFO:root:[AutoTrain] ep=255, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.277
INFO:root:[AutoTrain] ep=256, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.276
INFO:root:[AutoTrain] ep=257, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=6, rew=-1, eps=0.274
INFO:root:[AutoTrain] ep=258, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.273
INFO:root:[AutoTrain] ep=259, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.272
INFO:root:[AutoTrain] ep=260, question='Czech Republic language?', correct=10, chosen=3, rew=-1, eps=0.270
INFO:root:[AutoTrain] ep=261, question='What is the difference between a city and a country?', correct=4, chosen=8, rew=-1, eps=0.269
INFO:root:[AutoTrain] ep=262, question='How many days does February contain in a leap year?', correct=3, chosen=8, rew=-1, eps=0.268
INFO:root:[AutoTrain] ep=263, question='What is the capital of Poland?', correct=0, chosen=6, rew=-1, eps=0.266
INFO:root:[AutoTrain] ep=264, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.265
INFO:root:[AutoTrain] ep=265, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.264
INFO:root:[AutoTrain] ep=266, question='What is the next winning lottery number?', correct=11, chosen=5, rew=-1, eps=0.262
INFO:root:[AutoTrain] ep=267, question='Is there a university called UHK?', correct=2, chosen=1, rew=-1, eps=0.261
INFO:root:[AutoTrain] ep=268, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.260
INFO:root:[AutoTrain] ep=269, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.258
INFO:root:[AutoTrain] ep=270, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=8, rew=-1, eps=0.257
INFO:root:[AutoTrain] ep=271, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.256
INFO:root:[AutoTrain] ep=272, question='UHK university location?', correct=2, chosen=1, rew=-1, eps=0.255
INFO:root:[AutoTrain] ep=273, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.253
INFO:root:[AutoTrain] ep=274, question='What is the next winning lottery number?', correct=11, chosen=8, rew=-1, eps=0.252
INFO:root:[AutoTrain] ep=275, question='What is the capital of Poland?', correct=0, chosen=6, rew=-1, eps=0.251
INFO:root:[AutoTrain] ep=276, question='Name Poland' s capital city', correct=0, chosen=10, rew=-1, eps=0.249
INFO:root:[AutoTrain] ep=277, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.248
INFO:root:[AutoTrain] ep=278, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.247
INFO:root:[AutoTrain] ep=279, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.246
INFO:root:[AutoTrain] ep=280, question='Date of New Year's Day?', correct=7, chosen=1, rew=-1, eps=0.245
INFO:root:[AutoTrain] ep=281, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.243
INFO:root:[AutoTrain] ep=282, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.242
INFO:root:[AutoTrain] ep=283, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.241
INFO:root:[AutoTrain] ep=284, question='Which language do Czechs speak?', correct=10, chosen=3, rew=-1, eps=0.240
INFO:root:[AutoTrain] ep=285, question='Warsaw is the capital of which country?', correct=8, chosen=4, rew=-1, eps=0.238
INFO:root:[AutoTrain] ep=286, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.237
INFO:root:[AutoTrain] ep=287, question='What is the capital of Poland?', correct=0, chosen=1, rew=-1, eps=0.236
INFO:root:[AutoTrain] ep=288, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.235
INFO:root:[AutoTrain] ep=289, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.234
INFO:root:[AutoTrain] ep=290, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.233
INFO:root:[AutoTrain] ep=291, question='What day is New Year?', correct=7, chosen=1, rew=-1, eps=0.231
INFO:root:[AutoTrain] ep=292, question='Give me an example of a secure password.', correct=4, chosen=6, rew=-1, eps=0.230
INFO:root:[AutoTrain] ep=293, question='How does a leap year work? ', correct=4, chosen=1, rew=-1, eps=0.229
INFO:root:[AutoTrain] ep=294, question='What is the next winning lottery number?', correct=11, chosen=8, rew=-1, eps=0.228
INFO:root:[AutoTrain] ep=295, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.227
INFO:root:[AutoTrain] ep=296, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.226
INFO:root:[AutoTrain] ep=297, question='Is there a university called UHK?', correct=2, chosen=3, rew=-1, eps=0.225
INFO:root:[AutoTrain] ep=298, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.223
INFO:root:[AutoTrain] ep=299, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.222
INFO:root:[AutoTrain] ep=300, question='What is the capital of Poland?', correct=0, chosen=1, rew=-1, eps=0.221
INFO:root:[AutoTrain] ep=301, question='Where will I be in 10 years?', correct=11, chosen=8, rew=-1, eps=0.220
INFO:root:[AutoTrain] ep=302, question='What is UHK?', correct=2, chosen=1, rew=-1, eps=0.219
INFO:root:[AutoTrain] ep=303, question='What is the capital of Poland?', correct=0, chosen=1, rew=-1, eps=0.218
INFO:root:[AutoTrain] ep=304, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.217
INFO:root:[AutoTrain] ep=305, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.216
INFO:root:[AutoTrain] ep=306, question='What is the difference between a city and a country?', correct=4, chosen=9, rew=-1, eps=0.215
INFO:root:[AutoTrain] ep=307, question='What is the next winning lottery number?', correct=11, chosen=2, rew=-1, eps=0.214
INFO:root:[AutoTrain] ep=308, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.212
INFO:root:[AutoTrain] ep=309, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.211
INFO:root:[AutoTrain] ep=310, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.210
INFO:root:[AutoTrain] ep=311, question='Warsaw is the capital of what country?', correct=8, chosen=7, rew=-1, eps=0.209
INFO:root:[AutoTrain] ep=312, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.208
INFO:root:[AutoTrain] ep=313, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.207
INFO:root:[AutoTrain] ep=314, question='What is the difference between a city and a country?', correct=4, chosen=9, rew=-1, eps=0.206
INFO:root:[AutoTrain] ep=315, question='What is the capital of Poland?', correct=0, chosen=6, rew=-1, eps=0.205
INFO:root:[AutoTrain] ep=316, question='What will the stock market do next week?', correct=11, chosen=6, rew=-1, eps=0.204
INFO:root:[AutoTrain] ep=317, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.203
INFO:root:[AutoTrain] ep=318, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.202
INFO:root:[AutoTrain] ep=319, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.201
INFO:root:[AutoTrain] ep=320, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.200
INFO:root:[AutoTrain] ep=321, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.199
INFO:root:[AutoTrain] ep=322, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.198
INFO:root:[AutoTrain] ep=323, question='Czech Republic language?', correct=10, chosen=0, rew=-1, eps=0.197
INFO:root:[AutoTrain] ep=324, question='Can you tell me what I had for breakfast today?', correct=11, chosen=6, rew=-1, eps=0.196
INFO:root:[AutoTrain] ep=325, question='What is UHK?', correct=2, chosen=1, rew=-1, eps=0.195
INFO:root:[AutoTrain] ep=326, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.194
INFO:root:[AutoTrain] ep=327, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.193
INFO:root:[AutoTrain] ep=328, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.192
INFO:root:[AutoTrain] ep=329, question='Date of New Year's Day?', correct=7, chosen=1, rew=-1, eps=0.191
INFO:root:[AutoTrain] ep=330, question='Which language is spoken in Czech Republic?', correct=10, chosen=5, rew=-1, eps=0.190
INFO:root:[AutoTrain] ep=331, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=8, rew=-1, eps=0.189
INFO:root:[AutoTrain] ep=332, question='New Year's Day date?', correct=7, chosen=1, rew=-1, eps=0.188
INFO:root:[AutoTrain] ep=333, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=11, rew=-1, eps=0.187
INFO:root:[AutoTrain] ep=334, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=4, rew=-1, eps=0.187
INFO:root:[AutoTrain] ep=335, question='University in Hradec Kralove?', correct=2, chosen=11, rew=-1, eps=0.186
INFO:root:[AutoTrain] ep=336, question='Berlin is capital of which country?', correct=12, chosen=8, rew=-1, eps=0.185
INFO:root:[AutoTrain] ep=337, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.184
INFO:root:[AutoTrain] ep=338, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=8, rew=-1, eps=0.183
INFO:root:[AutoTrain] ep=339, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.182
INFO:root:[AutoTrain] ep=340, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.181
INFO:root:[AutoTrain] ep=341, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.180
INFO:root:[AutoTrain] ep=342, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.179
INFO:root:[AutoTrain] ep=343, question='When is January 1 celebrated?', correct=7, chosen=2, rew=-1, eps=0.178
INFO:root:[AutoTrain] ep=344, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.177
INFO:root:[AutoTrain] ep=345, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.177
INFO:root:[AutoTrain] ep=346, question='What is the capital of Poland?', correct=0, chosen=1, rew=-1, eps=0.176
INFO:root:[AutoTrain] ep=347, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.175
INFO:root:[AutoTrain] ep=348, question='What is the capital of Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.174
INFO:root:[AutoTrain] ep=349, question='Berlin is capital of which country?', correct=12, chosen=8, rew=-1, eps=0.173
INFO:root:[AutoTrain] ep=350, question='What is the capital of Czech Republic?', correct=5, chosen=3, rew=-1, eps=0.172
INFO:root:[AutoTrain] ep=351, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.171
INFO:root:[AutoTrain] ep=352, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.170
INFO:root:[AutoTrain] ep=353, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=8, rew=-1, eps=0.170
INFO:root:[AutoTrain] ep=354, question='What is Poland's capital?', correct=0, chosen=1, rew=-1, eps=0.169
INFO:root:[AutoTrain] ep=355, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.168
INFO:root:[AutoTrain] ep=356, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.167
INFO:root:[AutoTrain] ep=357, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.166
INFO:root:[AutoTrain] ep=358, question='Is there a university called UHK?', correct=2, chosen=1, rew=-1, eps=0.165
INFO:root:[AutoTrain] ep=359, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.165
INFO:root:[AutoTrain] ep=360, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=9, rew=1, eps=0.164
INFO:root:[AutoTrain] ep=361, question='When is New Year’s Day celebrated?', correct=7, chosen=1, rew=-1, eps=0.163
INFO:root:[AutoTrain] ep=362, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.162
INFO:root:[AutoTrain] ep=363, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.161
INFO:root:[AutoTrain] ep=364, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.160
INFO:root:[AutoTrain] ep=365, question='When is New Year's Day celebrated?', correct=7, chosen=1, rew=-1, eps=0.160
INFO:root:[AutoTrain] ep=366, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.159
INFO:root:[AutoTrain] ep=367, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=9, rew=1, eps=0.158
INFO:root:[AutoTrain] ep=368, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.157
INFO:root:[AutoTrain] ep=369, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.157
INFO:root:[AutoTrain] ep=370, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=4, rew=-1, eps=0.156
INFO:root:[AutoTrain] ep=371, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.155
INFO:root:[AutoTrain] ep=372, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.154
INFO:root:[AutoTrain] ep=373, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.153
INFO:root:[AutoTrain] ep=374, question='Capital of Poland is? ', correct=0, chosen=4, rew=-1, eps=0.153
INFO:root:[AutoTrain] ep=375, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.152
INFO:root:[AutoTrain] ep=376, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.151
INFO:root:[AutoTrain] ep=377, question='What is the language used in the Czech Republic?', correct=10, chosen=7, rew=-1, eps=0.150
INFO:root:[AutoTrain] ep=378, question='Tell me about UHK', correct=2, chosen=8, rew=-1, eps=0.150
INFO:root:[AutoTrain] ep=379, question='What is the name of university in Hradec Kralove?', correct=2, chosen=11, rew=-1, eps=0.149
INFO:root:[AutoTrain] ep=380, question='New Year's Day date?', correct=7, chosen=5, rew=-1, eps=0.148
INFO:root:[AutoTrain] ep=381, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.147
INFO:root:[AutoTrain] ep=382, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.147
INFO:root:[AutoTrain] ep=383, question='Painter of the Lady with an Ermine?', correct=1, chosen=8, rew=-1, eps=0.146
INFO:root:[AutoTrain] ep=384, question='Explain the concept of gravity in simple terms.', correct=4, chosen=3, rew=-1, eps=0.145
INFO:root:[AutoTrain] ep=385, question='Can you tell me what I had for breakfast today?', correct=11, chosen=6, rew=-1, eps=0.144
INFO:root:[AutoTrain] ep=386, question='What is Poland's capital?', correct=0, chosen=12, rew=-1, eps=0.144
INFO:root:[AutoTrain] ep=387, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.143
INFO:root:[AutoTrain] ep=388, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=3, rew=-1, eps=0.142
INFO:root:[AutoTrain] ep=389, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=6, rew=-1, eps=0.142
INFO:root:[AutoTrain] ep=390, question='What is my favorite color?', correct=11, chosen=6, rew=-1, eps=0.141
INFO:root:[AutoTrain] ep=391, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.140
INFO:root:[AutoTrain] ep=392, question='New Year's Day date?', correct=7, chosen=5, rew=-1, eps=0.139
INFO:root:[AutoTrain] ep=393, question='UHK university location?', correct=2, chosen=5, rew=-1, eps=0.139
INFO:root:[AutoTrain] ep=394, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=6, rew=-1, eps=0.138
INFO:root:[AutoTrain] ep=395, question='Czech Republic official language?', correct=10, chosen=9, rew=-1, eps=0.137
INFO:root:[AutoTrain] ep=396, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=5, rew=-1, eps=0.137
INFO:root:[AutoTrain] ep=397, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.136
INFO:root:[AutoTrain] ep=398, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.135
INFO:root:[AutoTrain] ep=399, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=1, rew=-1, eps=0.135
INFO:root:[AutoTrain] ep=400, question='What is UHK?', correct=2, chosen=6, rew=-1, eps=0.134
INFO:root:[AutoTrain] ep=401, question='Can you tell me what I had for breakfast today?', correct=11, chosen=7, rew=-1, eps=0.133
INFO:root:[AutoTrain] ep=402, question='What is UHK?', correct=2, chosen=6, rew=-1, eps=0.133
INFO:root:[AutoTrain] ep=403, question='Where is the capital city of Poland?', correct=0, chosen=3, rew=-1, eps=0.132
INFO:root:[AutoTrain] ep=404, question='Date of New Year's Day?', correct=7, chosen=5, rew=-1, eps=0.131
INFO:root:[AutoTrain] ep=405, question='Explain the concept of gravity in simple terms.', correct=4, chosen=12, rew=-1, eps=0.131
INFO:root:[AutoTrain] ep=406, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.130
INFO:root:[AutoTrain] ep=407, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=10, rew=-1, eps=0.129
INFO:root:[AutoTrain] ep=408, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.129
INFO:root:[AutoTrain] ep=409, question='What is Poland's capital?', correct=0, chosen=11, rew=-1, eps=0.128
INFO:root:[AutoTrain] ep=410, question='When is New Year’s Day celebrated?', correct=7, chosen=5, rew=-1, eps=0.127
INFO:root:[AutoTrain] ep=411, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=4, rew=-1, eps=0.127
INFO:root:[AutoTrain] ep=412, question='Lady with Ermine location?', correct=8, chosen=5, rew=-1, eps=0.126
INFO:root:[AutoTrain] ep=413, question='Capital of Poland is? ', correct=0, chosen=1, rew=-1, eps=0.126
INFO:root:[AutoTrain] ep=414, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=11, rew=-1, eps=0.125
INFO:root:[AutoTrain] ep=415, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.124
INFO:root:[AutoTrain] ep=416, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.124
INFO:root:[AutoTrain] ep=417, question='What is my favorite color?', correct=11, chosen=7, rew=-1, eps=0.123
INFO:root:[AutoTrain] ep=418, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.122
INFO:root:[AutoTrain] ep=419, question='Who will be the next president of Poland?', correct=11, chosen=1, rew=-1, eps=0.122
INFO:root:[AutoTrain] ep=420, question='What is the capital of Poland?', correct=0, chosen=12, rew=-1, eps=0.121
INFO:root:[AutoTrain] ep=421, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=6, rew=-1, eps=0.121
INFO:root:[AutoTrain] ep=422, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.120
INFO:root:[AutoTrain] ep=423, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.119
INFO:root:[AutoTrain] ep=424, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.119
INFO:root:[AutoTrain] ep=425, question='Where will I be in 10 years?', correct=11, chosen=10, rew=-1, eps=0.118
INFO:root:[AutoTrain] ep=426, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.118
INFO:root:[AutoTrain] ep=427, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.117
INFO:root:[AutoTrain] ep=428, question='Explain the concept of gravity in simple terms.', correct=4, chosen=5, rew=-1, eps=0.116
INFO:root:[AutoTrain] ep=429, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.116
INFO:root:[AutoTrain] ep=430, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.115
INFO:root:[AutoTrain] ep=431, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.115
INFO:root:[AutoTrain] ep=432, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.114
INFO:root:[AutoTrain] ep=433, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.114
INFO:root:[AutoTrain] ep=434, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.113
INFO:root:[AutoTrain] ep=435, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.112
INFO:root:[AutoTrain] ep=436, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.112
INFO:root:[AutoTrain] ep=437, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.111
INFO:root:[AutoTrain] ep=438, question='University in Hradec Kralove?', correct=2, chosen=8, rew=-1, eps=0.111
INFO:root:[AutoTrain] ep=439, question='Berlin is capital of which country?', correct=12, chosen=8, rew=-1, eps=0.110
INFO:root:[AutoTrain] ep=440, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.110
INFO:root:[AutoTrain] ep=441, question='What will the stock market do next week?', correct=11, chosen=6, rew=-1, eps=0.109
INFO:root:[AutoTrain] ep=442, question='Where will I be in 10 years?', correct=11, chosen=10, rew=-1, eps=0.109
INFO:root:[AutoTrain] ep=443, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.108
INFO:root:[AutoTrain] ep=444, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.107
INFO:root:[AutoTrain] ep=445, question='How does a leap year work? ', correct=4, chosen=3, rew=-1, eps=0.107
INFO:root:[AutoTrain] ep=446, question='Capitol of Poland?', correct=0, chosen=10, rew=-1, eps=0.106
INFO:root:[AutoTrain] ep=447, question='Capitol of Poland?', correct=0, chosen=9, rew=-1, eps=0.106
INFO:root:[AutoTrain] ep=448, question='How does a leap year work? ', correct=4, chosen=3, rew=-1, eps=0.105
INFO:root:[AutoTrain] ep=449, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.105
INFO:root:[AutoTrain] ep=450, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.104
INFO:root:[AutoTrain] ep=451, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.104
INFO:root:[AutoTrain] ep=452, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.103
INFO:root:[AutoTrain] ep=453, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.103
INFO:root:[AutoTrain] ep=454, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.102
INFO:root:[AutoTrain] ep=455, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.102
INFO:root:[AutoTrain] ep=456, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.101
INFO:root:[AutoTrain] ep=457, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.101
INFO:root:[AutoTrain] ep=458, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=9, rew=1, eps=0.100
INFO:root:[AutoTrain] ep=459, question='New Year's Day date?', correct=7, chosen=12, rew=-1, eps=0.100
INFO:root:[AutoTrain] ep=460, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.099
INFO:root:[AutoTrain] ep=461, question='Explain the concept of gravity in simple terms.', correct=4, chosen=5, rew=-1, eps=0.099
INFO:root:[AutoTrain] ep=462, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.098
INFO:root:[AutoTrain] ep=463, question='Give me an example of a secure password.', correct=4, chosen=6, rew=-1, eps=0.098
INFO:root:[AutoTrain] ep=464, question='Tell me about UHK', correct=2, chosen=5, rew=-1, eps=0.097
INFO:root:[AutoTrain] ep=465, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.097
